"title","text","slug","image","altText","video","published","url"
"Fitz's Outdoor Festival celebrates Chinese culture in the sun ","Nearly 1,500 people enjoyed a day of music, dancing and workshops on the lawns of the Fitzwilliam Museum last week, as part of the Outdoor Festival of Chinese Culture.
This event last Saturday (24 July) saw the Museum's grounds filled with marquees offering family activities, performances of traditional Chinese song and costumed dance, and even a range of authentic food. Visitors could also take a break from the sunshine inside the Museum, where special trails were available to introduce them to the superb collections of Chinese art and objects within the Fitz's permanent collection.
The Outdoor Festival was one of many taking place across the country to celebrate London 2012 Open Weekend, which initiated the two year countdown to the Olympic Games. The theme of the weekend was 'challenge', and many visitors to the Fitzwilliam's Festival took up the invitation to try calligraphy, paper cutting and fan-making, learn a little Mandarin, have a go at Tai Chi or become a young reporter thanks to BBC Cambridgeshire, who were also present at the event.
See photos from the event, including shots of the performances, on the Fitzwilliamâ€™s Flickr site
","fitzs-outdoor-festival-celebrates-chinese-culture-sun",,,,2010-07-28,"http://www.fitzmuseum.cam.ac.uk/news/fitzs-outdoor-festival-celebrates-chinese-culture-sun"
"China comes to the Fitz this weekend as museum lawns offer dance, music and more ","For one day only on Saturday 24 July, the lawns of the Fitzwilliam Museum will take on a festival atmosphere to celebrate Chinese culture.
As part of London 2012 Open Weekend, visitors to our free Outdoor Festival of Chinese Culture (12-4pm) can wander the Fitz's beautiful grounds and enjoy performances of Chinese music and costumed dancing, including singing, traditional instruments, and the famous 'lion dance'. A selection of delicious Chinese food will also be available.
In keeping with the Open Weekendâ€™s 'challenge' theme, visitors of all ages can also get hands-on and try a variety of free activities and workshops. Get creative and produce some elegant Chinese calligraphy, try the Chinese art of paper cutting, take part in a Tai Chi demonstration, or even learn a little Mandarin. Younger visitors can also have a go at being a 'young reporter' with the team from BBC Cambridgeshire.
Inside the Museum, visitors can drop into a talk about Chinese history, or discover the Fitz's superb collections of Chinese art, with exciting trails available for children and families.
For more information, and to see whatâ€™s on when visit the Outdoor Festival of Chinese Culture page.
","china-comes-fitz-weekend-museum-lawns-offer-dance-music-and-more",,,,2010-07-19,"http://www.fitzmuseum.cam.ac.uk/news/china-comes-fitz-weekend-museum-lawns-offer-dance-music-and-more"
"Young people get insight into Museum work with new scheme
 ","A successful project taking place at the Fitzwilliam has been giving work opportunities to local young people.
This series of work placements at the Fitzwilliam has been enabled by the Future Jobs Fund, an initiative that will have funded over 100,000 jobs by the end of March 2011. The scheme, aimed at 18-24 year olds who have been out of work for six months, is taking place in institutions across the country, including the East of England, and offers young people crucial work experience that will build their confidence and prepare them for the wider world of work.
""The evidence showed that young people had been particularly hard hit by the recession in terms of getting job opportunities"", explains Hazel Courtley, Partnerships Manager at MLA Renaissance East of England.  ""Future Jobs is all about trying to address this by setting up these short term job opportunities for young people, so they can get a foot in the door, acquire skills and enrich their CVs - hopefully to help them get jobs in the future.""
At the Fitzwilliam, each young person is provided with a mentor, and given a work plan taking into account their existing strengths and designed to provide new challenges and development opportunities. The length of individual placements ranges from six to eighteen months, and those on the scheme were involved in a diverse number of activities. ""One of the things the museum is doing is to prepare the young people to apply for jobs in different sectors, for example helping them look at how you fill out application forms, interview preparation, looking at their CVs - all those sorts of things that will stand them in good stead"" says Hazel Courtley.
Feedback from the scheme has been ""incredibly positive"", says Matt Dobbin of Discovery East, who has been evaluating the project. Participants are being encouraged to share their opinions online through diary entries, pictures and forum use. ""Itâ€™s been a really productive experience on both sides, and the feedback has been that for young people, it's really opening their eyes to a totally different sector. This will raise awareness of the concept of giving people short term jobs and a chance to gain experience, and that it can benefit on both sides a huge amount.""
One young person on a Technician Building Services placement at the Fitzwilliam describes his time at the Museum as ""amazing - the only fault is that it's going too fast! I never thought Iâ€™d enjoy waking up early in the morning and going to work, but I actually do look forward to getting up in the morning and starting my day.""
Another participant, who is on a Museum Assistant placement at the National Horseracing Museum in Newmarket, says ""I didn't think it would be this much fun and I didn't think Iâ€™d have quite so many different things to do. I think it will help me get a job anywhere really because there are so many different aspects. I've learnt about business running, promoting, I've worked in the shop - so I feel quite confident that I could go and work at pretty much anywhere.""
","young-people-get-insight-museum-work-new-scheme",,,,2010-07-13,"http://www.fitzmuseum.cam.ac.uk/news/young-people-get-insight-museum-work-new-scheme"
"Follow the Fitz on Twitter! ","The Fitzwilliam is now on Twitter, where you can follow the Museumâ€™s activities and get behind-the-scenes updates on news, events and more. You can also get in touch and tell us what you think.
If you have a Twitter account, you can follow the Fitz (@FitzMuseum_UK) at www.twitter.com/FitzMuseum_UK. You can sign up for an account at www.twitter.com.
","follow-fitz-twitter",,,,2010-07-12,"http://www.fitzmuseum.cam.ac.uk/news/follow-fitz-twitter"
"Explore the Sculpture Promenade with special talks and events for all ages ","Get an in-depth insight into the 2010 display of contemporary sculpture outside the Museum with our programme of events and activities, many of which are free.
Hear exhibiting artists Nick Turvey and Angela Conner talk about their working methods as part of the 'Work in Progress' series of free lunchtime talks, or sign up for a poetry workshop with writer Tamar Yoseloff that explores notions of 'constructed space' in both sculpture and poetry.
Families and children can enjoy exploring the Promenade together with activities and inspiration available from the Fitz Family Welcome Point, make their own sculptures with wire and clay, or create their own 3D artwork as part of the Open Cambridge weekend.
In autumn, the Museum will also be hosting the next in the Open Forum series of panel discussions, which will see artists and experts debates issues surrounding contemporary sculpture today. Read more about the last Open Forum, and watch this space for further details.
Lunchtime talks:
Work in Progress: Nick Turvey (Saturday 10 July)
Work in Progress: Angela Conner (Wednesday 10 November)
For children and families:
Art in the Open (Saturday 17 July)
Art in the Open Air (Saturday 7 August and Wednesday 11 August)
Open Sesame! (Saturday 11 September)
Poetry workshop:
The Constructed Space (Saturday 25 September)
","explore-sculpture-promenade-special-talks-and-events-all-ages",,,,2010-07-02,"http://www.fitzmuseum.cam.ac.uk/news/explore-sculpture-promenade-special-talks-and-events-all-ages"
"Winner of Chen Hong prize draw announced
 ","A prize draw to mark the Fitzwilliamâ€™s popular late opening as part of the nationwide Museums at Night event has been won by visitor Anne Wiltshire.
The draw, which visitors to the museum's special sea-themed opening opening on Friday 14 May could enter, offered the chance to win an exclusive artwork by Chinese artist Chen Hong. This acclaimed painter, who is regarded as a 'cultural treasure' in his homeland, recently completed a month-long residency at the Fitzwilliam which saw him demonstrate the art of traditional Chinese fish painting to hundreds of visitors in the galleries.
""I was surprised to discover I was the lucky winner of Chen Hong's work,"" Anne Wiltshire (pictured receiving her prize) said. â€œIt was fascinating watching him at work in the Museum, and Iâ€™m really delighted to now own an example of his calligraphy.""
The Museum's late opening attracted nearly 650 members of the public to the Museum, who enjoyed live music, refreshments, hands-on activities for families and a chance to view the popular exhibition Maggi Hambling: The Wave. Those attending could also watch Chen Hong demonstrate his artistic technique up-close.
","winner-chen-hong-prize-draw-announced",,,,2010-06-23,"http://www.fitzmuseum.cam.ac.uk/news/winner-chen-hong-prize-draw-announced"
"Fitzwilliam welcomes top British gymnast for London 2012 Open Weekend launch ","The Fitzwilliam yesterday provided the venue for British gymnast and Olympic Gold medallist Louis Smith to unveil the East of England programme for the London 2012 Open Weekend 2010.
  Louis Smith with atraditional Chineselion
The Open Weekend, which takes place in a month's time (23-26 July), celebrates the two-year countdown to the arrival of the Olympic and Paralympic Games in the UK. The new 'challenge' theme across sport, art and culture for the Open Weekend 2010 will enable people up and down the UK to actively celebrate the two year countdown to the Games.
Louis Smith, who himself was born in Peterborough, was joined by representatives from the East of England's London 2012 Games planning committee - as well as dancers in a traditional Chinese lion costume - to introduce the diverse programme of events planned around the East of England for the Open Weekend. These include the Fitzwilliamâ€™s own Outdoor Festival of Chinese Culture planned for 24 July 2010, a day-long celebration of Chinese culture offering music, art, food and more, in the setting of the Museumâ€™s beautiful grounds. 

Louis Smith with Katie Huane,
Regional Project Manager and
Liz Hughes, Creative Programmer
- East of England, London 2012Games
Liz Hughes, Creative Programmer, East of England London 2012 said: ""The Fitzwilliam has embraced the values of the Cultural Olympiad in the development of the Outdoor Festival of Chinese Culture for Open Weekend. Inspired by young people, the event will offer activities for all the family. Here and across the UK we are challenging people to try something new to mark the two year countdown to the Olympic and Paralympic Games coming to the UK.""
","fitzwilliam-welcomes-top-british-gymnast-london-2012-open-weekend-launch",,,,2010-06-22,"http://www.fitzmuseum.cam.ac.uk/news/fitzwilliam-welcomes-top-british-gymnast-london-2012-open-weekend-launch"
"Explore the art of glass engraving online with virtual exhibition ","To celebrate the opening of the new exhibition 21st Century Engraved Glass, the Fitzwilliam has created an online gallery giving a taste of the exhibits on show.
Presenting the best of contemporary glass engraving, this exhibition showcases the artistry of the Guild of Glass Engravers, revealing the vast possibilities of this incredibly versatile medium.
The virtual exhibition lets web users explore the sheer diversity of engraving techniques, from pre-Roman to modern methods, used by Guild members, as well as these beautiful objects themselves.
View the virtual exhibition
Find out more about 21st Century Engraved Glass
","explore-art-glass-engraving-online-virtual-exhibition",,,,2010-06-16,"http://www.fitzmuseum.cam.ac.uk/news/explore-art-glass-engraving-online-virtual-exhibition"
"Prized Possessions: new display opening today puts focus on Museum Founderâ€™s own print collection ","Upon his death in 1816, Lord Fitzwilliam bequeathed his substantial art collection - including 198 print albums - to the University of Cambridge in an act that founded the Fitzwilliam Museum.Prized Possessions: Lord Fitzwilliam's Album of Prints after Adam Elsheimer (25 May - 26 September) focuses upon one of those albums - an intriguing collection of prints derived from the paintings of German artist Adam Elsheimer (1578-1610). The second in the Museum's 'Hidden Depths' series casting light on lesser-known aspects of the collection, this display reveals the varied responses by printmakers captivated by Elsheimer's deployment of light and atmospheric rendering of nature.
Reconstructing the arrangement of the album, which was taken apart some time during the last century, this exhibition explores the allure of Elsheimer not only for printmakers, but for print collectors, in particular Lord Fitzwilliam (1745-1816) himself.
Find out more
","prized-possessions-new-display-opening-today-puts-focus-museum-founder%C3%A2%E2%82%AC%E2%84%A2s-own-print-collection",,,,2010-05-25,"http://www.fitzmuseum.cam.ac.uk/news/prized-possessions-new-display-opening-today-puts-focus-museum-founder%C3%A2%E2%82%AC%E2%84%A2s-own-print-collection"
"New print exhibition celebrates Japan and the sea ","A new exhibition opening today at the Fitzwilliam presents a vivid selection of woodcut prints and books from the Fitzwilliamâ€™s collection illustrating the relationship between the people of Japan and the sea that surrounds them, from the mythical to the everyday.Gifts of the Ebb Tide: Japan and the Sea in Ukiyo-e Prints (18 May - 15 August 2010) brings together superb examples of the ukiyo-e genre - which translates as 'pictures of the floating world' - depicting scenes and subjects as diverse as the underwater palace of the 'Dragon King', ghosts of warriors rising from the waves, figures enjoying picnics and shell collecting on expansive beaches, fishermen hauling in their catch - and even restaurants serving it.
The exhibition showcases work by artists such as Utamaro, Yoshitoshi, Kuniyoshi, Kunisada and Hiroshige, as well as a number of print books, including Hokusai's 100 Views of Fuji. Visitors will also have the chance to see an impression of the worldâ€™s most famous image of the raw power of the sea, Hokusai's woodcut of The Great Wave, on loan from The British Museum.
Find out more
","new-print-exhibition-celebrates-japan-and-sea",,,,2010-05-18,"http://www.fitzmuseum.cam.ac.uk/news/new-print-exhibition-celebrates-japan-and-sea"
"Last few tickets available for British Museum director's talk
 ","Tickets are nearly sold out for a lecture this Wednesday (19 May, 18.00) by Neil MacGregor, Director of the British Museum and presenter of the BBC Radio 4's A History of the World in 100 Objects.Objects of History, which takes place in the beautiful surroundings of the Museum's Gallery 3, is in association with A History of the World, a unique partnership between the BBC, the British Museum and museums around the UK.
Advance booking is essential, and tickets are £10 (£8 concessions, including Friends of the Fitzwilliam Museum), including a glass of wine/soft drink and the opportunity to view the newly renovated Greek & Roman Gallery outside opening hours. 
Bookings are through the ADC Theatre Box Office: book online or call or 01223 300085.
","last-few-tickets-available-british-museum-directors-talk",,,,2010-05-17,"http://www.fitzmuseum.cam.ac.uk/news/last-few-tickets-available-british-museum-directors-talk"
"Special evening opening TONIGHT ","Join us this evening (Friday 14 May) for a special sea-themed evening with something for everyone.
Be a part of the nationwide Museums at Night celebrations with this free event, called A Summer Evening at the Fitz. From 18.00 to 20.30, visitors can enjoy late openings of two popular exhibitions - Maggi Hambling: The Wave and Netsuke: Japanese Art in Miniature - as well as listening to live music with a drink in the Courtyard café, or browsing our Courtyard Shop.
There will also be painting demonstrations taking place in the galleries, and a host of free hands-on activities, challenges and trails for children and families.
Find out more
","special-evening-opening-tonight",,,,2010-05-14,"http://www.fitzmuseum.cam.ac.uk/news/special-evening-opening-tonight"
"Tell A History of The World with the Fitzwilliamâ€™s collection ","Is there an object in the Fitzwilliamâ€™s collection that has a special significance for you, or something that you think would help tell a 'history of the world'?A History of the World is a unique partnership between the BBC, the British Museum and 350 museums around the country, including the Fitzwilliam.  These participating museums are selecting man-made objects from their collections that tell a story not only about the region, but also of its place in the world.
The Fitzwilliam has selected three objects from its collection, but is now calling on the public to add their own choice of objects from the Museumâ€™s collection to the BBC A History of the World site, too. If thereâ€™s a particular object you think should be included, visit the Fitzwilliam's History of the World pages where you can learn how to upload an object or get inspiration from our image gallery.
Remember, if you also have a personal connection with an object in the Fitzwilliam, you can visit our Hidden Histories: Names and Faces mini-site and tell us your story.
","tell-history-world-fitzwilliam%C3%A2%E2%82%AC%E2%84%A2s-collection",,,,2010-05-12,"http://www.fitzmuseum.cam.ac.uk/news/tell-history-world-fitzwilliam%C3%A2%E2%82%AC%E2%84%A2s-collection"
"Take a fresh look at our collections with new website feature ","Explore some of the fascinating histories behind objects in the Fitzwilliam Museum with Hidden Histories: Names and Faces.
This new area of the Museum's website takes a fresh look at the collections, telling the stories of people and their connections with objects. It includes people who made important discoveries such as the Cambridge Hoard of gold and silver coins; people who have owned and cherished objects, such as the jewellery collector Anne Hull Grundy; and people who have been inspired by objects, both great and small, in the Museum's collection, such as the past director of the Museum and writer of ghost stories, M.R. James.
What is the story of the jockey seen in the famous painting of the racehorse Gimcrack by George Stubbs? Who was the reclusive collector of arms and armour, coins and medals, manuscripts and printed books, who bequeathed his collections to the Fitzwilliam Museum in 1933? Who was the spy who owned a painting now in the Fitzwilliam? What is the connection between the Museum and the chemist shop opposite it in Trumpington Street?
The Hidden Histories: Names and Faces website provides the opportunity to browse by name, object or themes such as 'Adventure', 'Love' and 'Scandal'. There is an online exhibition, with contributions from artists and writers who have been inspired or influenced by objects in the Museum.
You are also invited to post new hidden histories, telling us stories behind other objects in the Museum or how the collections have inspired you. Hidden Histories: Names and Faces is a celebration of the rich connections between people and 'things' - not just how objects reflect the history of a nation, but what they mean to individuals and the personal stories that they tell.
 Find out more on the Hidden Histories: Names and Faces pages
Tell us your own story connected with the Fitzwilliam Museum or an object in the Museum's collection
","take-fresh-look-our-collections-new-website-feature",,,,2010-04-29,"http://www.fitzmuseum.cam.ac.uk/news/take-fresh-look-our-collections-new-website-feature"
"Maggi Hambling sea paintings open TODAY ","A major exhibition of new sea paintings by one of Britain's most distinguished contemporary artists opens today at The Fitzwilliam Museum.Maggi Hambling: The Wave brings together a powerful group of large-scale paintings by Suffolk-born artist Maggi Hambling (b.1945) depicting the power and energy of the sea. A series of evocative and sensual portraits of the wave, these works reveal the artist's long-standing fascination with the elemental character of the North Sea off the Suffolk coast - a subject that has dominated Hambling's art since 2002, a year before her celebrated sculpture Scallop was unveiled on Aldeburgh beach.
This exhibition comprises her most recent paintings, a number of which will be on public display for the first time. Among her most ambitious in scale, these works confront the viewer with all the power, grandeur and beauty of the sea. 
""As the waves of the North Sea voraciously consume our coast, these new paintings respond to the energy of their action as they break, "" writes Maggi Hambling. ""This sea, the widest of mouths, roaring or laughing, is always seductive. Life and death mysteriously co-exist in the timeless rhythm of the waves.""
""This is a wonderful exhibition in which Maggi Hambling demonstrates all the robust authenticity and explosive energy for which she is renowned, "" says Fitzwilliam Museum Director Timothy Potts. ""The swelling and crashing of waves along the Suffolk coast provides the perfect subject for her expressive style and lashing fluidity of brushwork. Rarely since Turner has a British artist conveyed the turbulent power and majesty of the sea - at once fascinating and frightening - as successfully as Hambling does in this landmark series of paintings.""
View the Maggi Hambling: The Wave online exhibition
","maggi-hambling-sea-paintings-open-today",,,,2010-04-27,"http://www.fitzmuseum.cam.ac.uk/news/maggi-hambling-sea-paintings-open-today"
"New podcast: go behind the scenes of the 2010 Sculpture Promenade ","Discover how the grounds of the Fitz were transformed for the second year running by this new display of  contemporary sculpture.
With behind-the-scenes photos and time-lapse footage showing how the Promenade was installed, this new podcast includes interviews with Museum Director Timothy Potts and the sculptor Helaine Blumenfeld, as well as featured sculptors Rob Ward, Angela Conner, Nick Turvey, Ann Christopher and Nick Hornby.
Listen to the podcast 
Browse  all podcasts from the Fitzwilliam Museum
","new-podcast-go-behind-scenes-2010-sculpture-promenade",,,,2010-04-13,"http://www.fitzmuseum.cam.ac.uk/news/new-podcast-go-behind-scenes-2010-sculpture-promenade"
"Relic trails and 3D craft: Easter fun for families this weekend ","Drop into the Fitzwilliam this Easter weekend and discover a range of free activities on offer for families.
Visitors with children can pick up a free Relic Trail from the information desks from Saturday 3 April, and embark on an object-hunting challenge around the Fitzwilliam, based on the CBBC series Relic: Guardians of the Museum. 
This trail - part of the Museum's involvement in A History of the World - poses a number of puzzles that young visitors can crack to find historic items around the Museum, from clocks and coffins to tiny coins, leading them though spaces such as the Museumâ€™s armoury and the ancient Egyptian collection. Challengers who complete the trail will receive their own certificate signed by Relic: Guardians of the Museumâ€™s own museum guide, â€˜Agathaâ€™.
Families visiting on Saturday 3 April can enjoy the Museumâ€™s Family First Saturdays free drop-in sessions (14.00-16.00), where visitors can pick up drawing materials, activities and trails to use in the Museum. Led by members of the Fitzwilliamâ€™s Education team, Saturdayâ€™s session will be based around the new 2010 Sculpture Promenade outside the Museum, where children can get inspiration from the fourteen sculptures on display and make their own 3D work to take home.
Remember, for families visiting at any other time, the Museumâ€™s free FitzKits activity boxes are available free from the information desks all year round.
Please note our Easter opening hours:
Friday 2 April (Good Friday): CLOSED
Saturday 3 April: open 10.00-17.00
Sunday 4 April: open 12.00-17.00
Monday 5 April: open 12.00-17.00
","relic-trails-and-3d-craft-easter-fun-families-weekend",,,,2010-04-01,"http://www.fitzmuseum.cam.ac.uk/news/relic-trails-and-3d-craft-easter-fun-families-weekend"
"Last chance to see: artist-in-residence Chen Hong ","As his month-long residency in Cambridge draws to a close, this week is your last chance to see the celebrated Chinese ‘Fish God’ Chen Hong at work.
Regarded as a ‘cultural treasure’ in his homeland, Mr Chen is an expert painter of traditional Chinese motifs, particularly famous for his images of fish. During his time as The Fitzwilliam Museum’s artist-in-residence, the artist has given several popular public demonstrations and painting workshops, working with visitors of all ages to illuminate this artistic tradition.
This week, you can catch the last few days of an exhibition of Chen Hong’s work at St Barnabas Gallery in Cambridge (closes Sat 27 March). This show brings together a superb selection of Mr Chen’s eloquent paintings, giving a glimpse into an intriguing Chinese artistic tradition.
You can also see the ‘Fish God’ - as Mr Chen is known in China - at work in Cambridge’s Central Library  on Sat 27 March (15.00 - 15.30; 15.30 - 16.00; 16.00 - 16.30). This public demonstration is free, but booking is advised via the Central Library.
Mr Chen’s three-month residency in the East of England now sees him move onto Colchester and Ipswich Museum Service, and Norwich Castle Museum & Art Gallery. The Fitzwilliam Museum has welcomed Chen Hong as part of Stories of the World: Eastern Exchange - a programme of events taking place in museums around the East of England in the two years leading up to the London 2012 Olympic Games, including workshops, exhibitions and community projects.
","last-chance-see-artist-residence-chen-hong",,,,2010-03-24,"http://www.fitzmuseum.cam.ac.uk/news/last-chance-see-artist-residence-chen-hong"
"Music, dancing and a Chinese lion at spectacular launch of two-year Olympics programme ","Last night saw local and international talent unite for the official launch of Stories of the World: Eastern Exchanges - a two year-long programme of regionwide events leading up to the London 2012 Olympic Games.
This launch event ceremony officially welcomed internationally renowned Beijing artist and calligrapher Chen Hong to the region, where he has undertaken a three-month residency. The music of the University of Cambridge Chinese Orchestra provided the backdrop to the evening’s celebrations, where guests could also enjoy a recital on the zheng (an ancient harp-like instrument) by local young musician Hannah Brock. The event’s centrepiece was a performance of the traditional ‘Lion Dance’ by costumed dancers and drummers from Cambridge’s Chinese community. 
Former Ambassador to China Sir Christopher Hum - who gave a speech illuminating Cambridge’s long-standing connections with China - was joined by Chen Hong in performing the Chinese custom of ‘dotting the lion’s eyes’. This custom is intended to bring the lion to life and make it dance.
Famous for his expressive paintings of fish, Chen Hong will be artist-in-residence at the Fitzwilliam Museum for the next month, giving public demonstrations of traditional Chinese painting and offering workshops to visitors. His vast hand-painted ‘100 Fish’ scroll was placed on display at the event, occupying the entirety of the Museum’s Courtauld Staircase.
Stories of the World: Eastern Exchanges is a programme of events taking place in museums around the East of England in the two years leading up to the London 2012 Olympic Games, including workshops, exhibitions and community projects -  find out more.
","music-dancing-and-chinese-lion-spectacular-launch-two-year-olympics-programme",,,,2010-02-26,"http://www.fitzmuseum.cam.ac.uk/news/music-dancing-and-chinese-lion-spectacular-launch-two-year-olympics-programme"
"				
<em>Eastern Exchanges</em> at the Fitzwilliam Museum ","A variety of exciting events are on offer at the Fitzwilliam as part of Stories of the World - a nationwide project for the London 2012 Cultural Olympiad.
Overseen nationally by the Museum, Libraries and Archives Association (MLA),  Stories of the World involves more than 50 museums, libraries and archives across the UK in a collaboration shedding new light on collections. As well as seeing the traditional curators’ or historians’ view, audiences will hear stories from the viewpoint of people from diverse cultures, now living in the UK.
Eastern Exchanges is the East of England’s contribution to this project, bringing together museums, archives and community groups from across the region in a celebration of the area’s links with China, India and Pakistan. Exploring the idea of exchange, this major two-year programme of cultural activities will lead up to the London 2012 Olympic Games, showcasing the region’s rich heritage and collections to the rest of the country and the world. 
As part of the project, The Fitzwilliam Museum is welcoming internationally renowned Chinese artist, Chen Hong as its new artist-in-residence for the next month. Regarded as a ‘cultural treasure’ in his homeland, Mr Chen is an expert and eloquent painter of traditional Chinese motifs, particularly famous for his images of fish. During his time at the Museum, he will be giving public demonstrations and painting workshops, working with visitors of all ages to illuminate this artistic tradition. Mr Chen’s three-month residency in the East of England will also see him give demonstrations for Colchester and Ipswich Museum Service, and Norwich Castle Museum & Art Gallery.
Other activities within the region as part of Eastern Exchanges include a cultural exchange programme for young people between Essex and Jiangsu Province, a community art project in Luton to decorate a locally-made truck in the Pakistani folk tradition, and an oral history project involving young people and the Chinese community. The Fitzwilliam Museum will also be staging a major international exhibition of ancient Chinese treasures in 2012.
Stories of the World: Eastern Exchanges will be launched at the Fitzwilliam Museum this Thursday (25 February 2010).
Find out more about what’s on at the Fitzwilliam as part of Eastern Exchanges
","eastern-exchanges-fitzwilliam-museum",,,,2010-02-23,"http://www.fitzmuseum.cam.ac.uk/news/eastern-exchanges-fitzwilliam-museum"
"From limelight to Twilight... ","Yesterday, the Fitzwilliam’s galleries played host to a major live broadcast and an evening of twilight exploration.
The newly-refurbished Greek and Roman gallery was the home of a live broadcast from BBC Radio Cambridgeshire to celebrate  A History of the World - the unique collaboration between the BBC and many museums around the country. The afternoon saw presenter Sue Dougan chat to Museum curators and conservators live on air about some of the fascinating stories behind the Fitzwilliam’s vast collection. You can listen again to the broadcast here. 
Many intriguing objects were also brought to the BBC’s stall in the Courtyard, where members of the public could bring their own objects of historic value for adding to A History of the World’s online archive. Members of the public also brought their own objects of historic value to the BBC’s stall in the Courtyard, for adding to A History of the World’s online archive - an event which unearthed several intriguing stories about Cambridge’s past. 
The entertainment continued into the evening with the Twilight at the Museums - an after-hours opening giving families the chance to wander the Fitzwilliam’s Greek, Roman and Egyptian galleries by torchlight. The Fitzwilliam is one of seven University Museums - as well as the University Botanic Garden - that took part in Twilight celebrations, and this hugely popular event attracted nearly 1,300 visitors of all ages to the Museum - even more than last year’s Twilight event.
","limelight-twilight",,,,2010-02-18,"http://www.fitzmuseum.cam.ac.uk/news/limelight-twilight"
"BBC Cambridgeshire broadcasting LIVE from the Fitzwilliam this week ","The BBC and the Fitzwilliam Museum invite you to join presenter Sue Dougan for a live broadcast from the Museum’s new-look Greek and Roman gallery this Wednesday (17 February) from 12.30 until 16.00.
This event is part of  A History of the World, the unique collaboration between the BBC and many museums around the country. Find out about some of the objects chosen to represent Cambridgeshire in the project, including the Museum’s own Macclesfield Psalter manuscript. Sue will also be chatting to curators and conservators, uncovering some fascinating stories behind Museum objects.
Have you got an object in your life or in your home that has historic value to you or your family? As well as telling the stories of the amazing objects held in museums across the regions, A History of the World also invites the public to add their own objects to an interactive online archive. During Wednesday’s live broadcast, the BBC invite you to Museum’s Courtyard with your object, to tell your story and have it added to this ever-growing archive.
The broadcast will also celebrate the Twilight at the Museums event taking place that evening (17.30-19.00). This free family event sees the Fitzwilliam open its doors after-hours for an evening of dimly-lit exploration around the newly-refurbished Greek and Roman gallery, and also the chance to wander the Museum’s Egyptian galleries by torchlight.
BBC Cambridgeshire live broadcast
Wednesday 17 February 2010
12.30 - 16.00 in the Greek and Roman Gallery of The Fitzwilliam Museum
","bbc-cambridgeshire-broadcasting-live-fitzwilliam-week",,,,2010-02-15,"http://www.fitzmuseum.cam.ac.uk/news/bbc-cambridgeshire-broadcasting-live-fitzwilliam-week"
"Clouds and Myths: contemporary prints go on display ","The haunting prints of artist Lino Mannocci (b. 1945) are showcased in an exhibition opening today at The Fitzwilliam Museum, Cambridge.Clouds and Myths: Monotypes by Lino Mannocci  brings together over thirty recent works exploring the world of myth and its resonance. Depicting isolated figures set within poetic landscapes dominated by cloud or sea, and alluding to sources as diverse as Greek mythology, the work of Ovid, the Bible and poetry across the ages, Mannocci’s enigmatic prints resist exact definition, yet resound with meaning.
""Lino Mannocci’s art is suggestive rather than definitive,"" says Craig Hartley, Senior Assistant Keeper of Prints at The Fitzwilliam Museum. ""Every move he makes opens up possibilities rather than narrowing our understanding to a focal point. His clouds are intended to enrich - formally, spiritually, atmospherically - rather than obscure the subject.""
Clouds and Myths is accompanied by a smaller concurrent exhibition,  The Angel and the Virgin: A Brief History of the Annunciation, curated by Lino Mannocci himself. For this complementary display Mannocci has selected 15th-17th century old master prints from the Fitzwilliam’s own collection that explore the theme of the Annunication - a narrative that inspires much of his own work. Artists on display include Domenico Veneziano, Albrecht Dürer and Martin Schongauer.
","clouds-and-myths-contemporary-prints-go-display",,,,2010-02-09,"http://www.fitzmuseum.cam.ac.uk/news/clouds-and-myths-contemporary-prints-go-display"
